Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
8820,03-02-2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003395,320,340,4,4
8821,21-01-2022,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Technology,Copiers,TEC-CO-10003236,880,960,2,3
8822,16-02-2023,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,OFF-BI-10002982,0,0,2,3
8823,28-10-2022,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Art,OFF-AR-10004010,50,60,2,3
8824,22-02-2022,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,OFF-PA-10002947,10,10,2,5
8825,07-10-2023,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,OFF-EN-10003845,10,10,3,2
8826,03-01-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10003190,10,10,3,5
8827,26-02-2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002986,30,30,5,3
8828,06-05-2022,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10001593,30,30,7,2
8829,03-03-2022,Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,OFF-PA-10000528,10,10,2,5
8830,09-12-2023,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10001932,310,390,2,4
8831,05-04-2022,Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003727,20,30,10,5
8832,04-06-2022,Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Furnishings,FUR-FU-10002759,40,40,2,2
8833,30-04-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10000545,1110,1220,2,3
8834,25-11-2022,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Storage,OFF-ST-10004950,20,20,1,5
8835,09-12-2023,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10003171,80,90,2,5
8836,21-07-2023,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,OFF-AR-10000614,10,10,4,5
8837,29-09-2022,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,OFF-AR-10000034,10,10,3,5
8838,03-08-2023,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Labels,OFF-LA-10003766,20,20,5,3
8839,21-11-2022,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001725,60,70,3,4
8840,27-10-2022,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10002794,60,70,2,4
8841,07-08-2022,Second Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10004171,260,300,3,5
8842,28-03-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003628,80,90,3,4
8843,26-08-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10004761,20,30,2,2
8844,26-05-2023,Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10000885,70,70,5,4
8845,15-12-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10004209,10,10,3,2
8846,03-01-2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10002988,0,0,3,5
8847,25-08-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002222,80,90,5,5
8848,04-08-2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10004487,110,130,2,2
8849,23-09-2022,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003505,60,70,1,5
8850,19-05-2023,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000076,150,160,10,2
8851,13-02-2022,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,OFF-BI-10004728,0,0,2,5
8852,19-01-2023,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,OFF-PA-10002250,10,10,2,3
8853,19-03-2022,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10003823,100,120,4,5
8854,10-11-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,OFF-SU-10000898,50,60,5,2
8855,26-11-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10003832,590,620,3,5
8856,19-01-2023,Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,OFF-BI-10001679,20,20,3,4
8857,25-02-2022,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Accessories,TEC-AC-10002335,170,210,6,4
8858,24-07-2022,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,TEC-PH-10003187,20,30,2,5
8859,25-01-2022,Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10003527,4060,5080,5,5
8860,06-08-2022,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10003171,30,40,1,3
8861,22-08-2023,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,OFF-LA-10000414,20,30,3,4
8862,23-11-2023,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,FUR-FU-10002107,10,10,4,5
8863,22-03-2022,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,OFF-BI-10004593,200,210,4,5
8864,29-04-2022,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,OFF-AP-10003860,90,110,4,2
8865,16-01-2023,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,OFF-PA-10000556,30,40,6,3
8866,09-07-2023,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,OFF-AP-10003281,30,40,3,2
8867,21-03-2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,FUR-BO-10004218,460,490,5,5
8868,03-09-2022,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002185,10,10,2,5
8869,25-12-2023,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,TEC-MA-10003176,620,690,2,5
8870,22-07-2023,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002003,20,20,5,3
8871,08-07-2022,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10000023,60,70,12,3
8872,03-12-2023,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10002756,460,540,4,3
8873,13-02-2022,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,TEC-MA-10002694,90,100,2,4
8874,26-05-2022,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002429,20,20,2,4
8875,18-10-2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003684,20,20,5,4
8876,08-11-2022,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,OFF-SU-10003505,160,190,2,2
8877,14-12-2023,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,OFF-AP-10002534,60,60,1,4
8878,21-05-2023,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,TEC-MA-10004626,400,480,4,2
8879,07-04-2022,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,OFF-ST-10000615,30,30,3,5
8880,13-03-2023,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000659,170,190,11,2
8881,07-02-2023,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10000736,200,240,3,5
8882,08-02-2023,Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,TEC-AC-10003038,40,50,7,4
8883,25-08-2023,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Technology,Phones,TEC-PH-10004071,20,20,2,2
8884,23-01-2023,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Paper,OFF-PA-10001667,10,10,3,4
8885,04-04-2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001982,10,10,4,4
8886,03-11-2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10004141,0,0,3,5
8887,20-05-2023,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002103,20,20,8,4
8888,05-02-2023,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10002574,250,280,2,5
8889,27-04-2022,Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,FUR-FU-10003394,570,630,9,4
8890,16-08-2023,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,TEC-PH-10003072,370,450,3,3
8891,18-04-2022,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,OFF-AP-10003057,1640,1930,7,4
8892,15-01-2023,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,FUR-CH-10001146,100,120,2,5
8893,22-04-2022,Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10003973,2390,2680,9,5
8894,24-12-2023,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,FUR-TA-10001307,430,490,2,3
8895,24-06-2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10004071,290,310,3,3
8896,22-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,20,20,3,3
8897,21-12-2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10004614,150,170,3,4
8898,03-08-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10004911,40,40,4,3
8899,13-04-2022,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,TEC-PH-10003601,440,490,3,2
8900,25-06-2022,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004545,20,30,2,5
8901,23-08-2022,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,FUR-FU-10001379,20,30,3,3
8902,22-03-2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10001846,20,20,4,4
8903,03-08-2022,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10000422,160,190,3,4
8904,16-01-2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10004621,10,10,2,4
8905,30-05-2023,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001474,30,30,1,5
8906,22-10-2023,Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001635,30,30,3,4
8907,22-01-2022,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001950,70,80,9,2
8908,11-03-2023,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001552,60,70,7,2
8909,08-03-2023,Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,OFF-PA-10003790,150,180,8,3
8910,30-04-2023,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,OFF-LA-10002475,20,20,3,2
8911,01-11-2022,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Accessories,TEC-AC-10000303,100,100,3,3
8912,15-11-2022,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Phones,TEC-PH-10000127,120,140,9,3
8913,08-11-2022,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,OFF-BI-10004364,0,0,2,2
8914,01-08-2023,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Labels,OFF-LA-10002195,0,0,2,4
8915,31-12-2023,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10001490,720,860,6,3
8916,04-01-2022,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002852,10,10,4,4
8917,10-09-2023,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,OFF-AP-10000390,50,50,4,5
8918,15-11-2022,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10004327,80,80,2,5
8919,23-08-2023,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002353,20,20,6,5
8920,27-06-2023,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10003192,150,180,2,3
8921,12-12-2022,Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,TEC-AC-10000736,140,160,2,4
8922,08-11-2022,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,TEC-PH-10003095,50,50,3,2
8923,25-02-2023,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Furniture,Furnishings,FUR-FU-10002885,10,10,3,5
8924,06-12-2023,Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,OFF-BI-10001525,0,0,4,5
8925,25-07-2022,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,TEC-PH-10004241,1320,1440,4,5
8926,02-04-2023,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10000546,0,0,3,2
8927,25-06-2022,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,FUR-TA-10004256,570,630,3,4
8928,07-10-2022,Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10002067,90,100,5,2
8929,27-04-2023,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,FUR-TA-10000688,570,610,4,5
8930,18-03-2023,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,FUR-TA-10002530,170,210,2,5
8931,19-08-2023,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10001061,200,240,3,2
8932,18-06-2022,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10001057,80,100,5,2
8933,23-11-2023,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10002331,30,30,3,2
8934,03-02-2023,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,FUR-FU-10003724,20,20,2,4
8935,09-09-2022,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000528,10,10,3,4
8936,07-10-2022,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10001908,970,1120,14,4
8937,31-08-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003903,170,200,5,3
8938,30-08-2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10004908,130,140,2,4
8939,08-11-2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10001940,20,20,5,2
8940,16-02-2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10002026,80,90,2,4
8941,06-06-2022,Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,OFF-SU-10003936,10,10,3,3
8942,24-04-2023,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002813,0,0,7,5
8943,02-10-2023,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Machines,TEC-MA-10003337,150,180,3,5
8944,01-04-2023,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10001545,200,240,3,2
8945,22-04-2022,First Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10000062,150,160,3,5
8946,05-01-2022,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,2
8947,01-04-2022,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,OFF-PA-10001972,20,20,3,3
8948,07-12-2023,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,OFF-BI-10000201,10,10,5,4
8949,04-07-2023,First Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,OFF-AP-10003278,10,10,1,3
8950,20-08-2023,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,FUR-TA-10002903,820,930,6,5
8951,24-05-2022,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Technology,Accessories,TEC-AC-10001013,50,50,2,5
8952,09-07-2022,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,OFF-ST-10000918,30,30,3,2
8953,20-01-2022,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,OFF-AR-10001419,20,20,7,5
8954,08-12-2022,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Appliances,OFF-AP-10003266,60,60,5,3
8955,11-05-2022,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,FUR-BO-10000468,130,160,4,3
8956,11-03-2023,Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10004610,10,10,2,3
8957,27-04-2022,First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,FUR-FU-10004963,20,20,3,4
8958,21-06-2022,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10004626,110,120,2,2
8959,08-10-2022,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10003437,270,300,5,2
8960,26-03-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10002867,60,70,5,3
8961,18-10-2022,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002126,760,850,5,5
8962,26-02-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,OFF-AR-10001761,20,20,4,2
8963,20-07-2023,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10004665,220,270,2,3
8964,18-11-2023,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,TEC-AC-10000057,90,90,3,4
8965,24-06-2023,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10003806,620,760,5,4
8966,03-07-2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10000145,0,0,2,4
8967,06-08-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10000892,60,70,1,3
8968,17-05-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,FUR-CH-10004886,380,470,7,3
8969,25-07-2023,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10002554,30,40,1,5
8970,04-09-2023,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,OFF-AR-10001662,20,20,9,4
8971,16-11-2023,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,TEC-PH-10004531,130,150,2,3
8972,13-06-2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10000665,250,270,2,5
8973,04-01-2022,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003023,40,50,1,3
8974,28-04-2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Bookcases,FUR-BO-10004709,320,340,7,5
8975,02-10-2022,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10000477,40,40,7,4
8976,01-04-2023,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10002923,70,80,2,2
8977,17-03-2022,First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,FUR-TA-10003008,120,130,1,4
8978,21-07-2023,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10003707,10,10,2,2
8979,18-11-2022,Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,OFF-BI-10000546,10,10,2,5
8980,03-11-2023,Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10000404,0,0,1,2
8981,14-07-2023,Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,OFF-BI-10001196,10,10,2,4
8982,10-06-2023,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10001626,0,0,3,3
8983,26-08-2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10004656,0,0,4,5
8984,27-11-2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10003773,140,160,5,4
8985,05-10-2023,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,FUR-TA-10000849,130,150,2,3
8986,02-08-2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,FUR-FU-10000222,70,80,3,4
8987,25-07-2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10001718,80,100,5,2
8988,26-06-2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,TEC-PH-10001700,90,110,2,5
8989,05-04-2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,OFF-AR-10004078,10,10,2,2
8990,29-01-2022,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10003026,10,10,2,5
8991,14-09-2023,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,TEC-CO-10003763,4360,4900,7,3
8992,15-02-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10004708,90,100,5,5
8993,29-10-2022,Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Accessories,TEC-AC-10003499,20,20,2,3
8994,22-03-2022,Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Tables,FUR-TA-10001950,1670,1880,7,4
8995,13-07-2023,First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10000312,80,90,5,5
8996,28-03-2022,First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Appliances,OFF-AP-10004708,130,150,5,5
8997,07-01-2022,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10004531,30,40,2,4
8998,08-02-2023,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10000474,50,60,2,2
8999,15-07-2022,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10002377,230,270,7,4
9000,03-10-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10001482,410,460,5,4
9001,18-02-2023,Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10001553,10,10,3,4
9002,21-11-2023,Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Accessories,TEC-AC-10000199,10,10,1,5
9003,09-05-2022,Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Paper,OFF-PA-10002195,20,20,3,5
9004,14-03-2022,Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,TEC-AC-10001767,220,240,6,2
9005,13-05-2022,Same Day,Consumer,United States,Spokane,Washington,99207,West,Office Supplies,Art,OFF-AR-10002467,20,20,8,2
9006,15-08-2023,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,OFF-ST-10001321,80,90,6,5
9007,22-01-2023,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,OFF-ST-10000777,30,40,1,5
9008,21-04-2023,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,OFF-LA-10003720,10,10,2,4
9009,09-09-2022,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10000206,10,10,2,4
9010,10-12-2023,Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,OFF-PA-10000791,0,0,1,4
9011,25-02-2022,Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Binders,OFF-BI-10001787,30,30,4,5
9012,20-09-2022,First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10004353,90,100,2,2
9013,25-05-2022,First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10001861,110,140,7,2
9014,20-10-2023,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10002766,10,10,5,5
9015,01-09-2023,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,OFF-EN-10003072,20,20,5,4
9016,25-10-2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,OFF-BI-10001636,10,10,2,3
9017,19-07-2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,OFF-BI-10000948,10,10,1,4
9018,03-09-2022,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Paper,OFF-PA-10001838,20,20,3,2
9019,06-07-2022,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Binders,OFF-BI-10002215,20,20,3,3
9020,01-07-2022,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,TEC-AC-10001314,90,100,2,5
9021,06-09-2023,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10002268,30,30,6,2
9022,27-11-2023,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10002133,160,170,13,3
